@relation 'dr-weka.filters.unsupervised.attribute.Remove-V-R2-4,6,8,11-12,18,20-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.Resample-S1-Z50.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.5065-0.5043-0.52-0.4817+0.06617... numeric
@attribute -0.69210-0.68311+0.18117+0.1157-0.071... numeric
@attribute -0.7931+0.57917+0.16211+0.06210+0.0482... numeric
@attribute '0.79 17+0.6  1+0.09510+0.05 2+0.0463...' numeric
@attribute Class {0,1}

@data
-0.409121,0.593811,-0.449921,-0.099555,1
-1.113182,0.313053,0.238213,0.815952,0
1.760616,1.112254,0.555747,1.286239,0
2.850967,0.390302,-0.227017,0.207139,0
1.063965,1.184118,0.725697,1.517162,1
1.680825,0.37417,-0.495276,-0.167038,0
-0.077034,0.907692,0.040717,0.577277,0
2.014387,-0.399719,-0.002115,0.390679,0
1.212381,0.329477,-0.587939,-0.27716,0
-3.631332,-1.291072,0.121058,0.264904,1
1.77706,0.265783,-1.032199,-0.883971,0
-2.84528,0.800323,-0.175598,0.242963,1
0.602058,0.905292,-0.277176,0.147878,1
-2.198599,-0.464028,-0.200743,0.064984,1
-0.859289,1.065306,0.214197,0.827045,1
1.598778,-0.338017,0.378238,0.977192,1
0.081104,0.807608,2.577301,-2.832996,1
