@relation 'dr-weka.filters.unsupervised.attribute.Remove-V-R2-4,6,8,11-12,18,20'

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 5 numeric
@attribute 7 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 17 numeric
@attribute Class {0,1}

@data
1,58,47,30,16,24.461409,9.198188,0.096531,1
1,21,20,16,8,3.723976,0.748256,0.097731,0
1,52,52,48,34,0.617561,0.020071,0.088002,0
1,40,36,26,13,2.904117,1.044188,0.095018,1
0,35,35,35,26,2.140513,0.68177,0.098273,1
1,41,41,39,30,1.426524,0.252373,0.115415,0
1,53,52,52,41,0.833836,0.001576,0.107185,0
1,26,26,25,12,8.615861,2.649828,0.117596,1
0,69,67,54,36,0.373131,0.053743,0.099809,1
1,71,69,62,43,4.13593,0.083274,0.127995,1
1,21,21,20,16,8.21246,1.589508,0.120417,0
1,22,21,19,12,11.511156,1.105663,0.081757,1
1,17,17,17,10,7.566795,0.868929,0.093799,0
0,91,90,76,48,0.269037,0,0.123818,1
1,19,18,15,10,8.782808,0.271217,0.090406,1
1,38,38,35,26,0.370426,0.003139,0.138125,1
1,19,17,15,6,0.773448,0.027729,0.098043,1
0,10,10,10,8,13.846873,1.649342,0.106579,0
1,55,55,50,34,7.855605,1.759265,0.126753,0
1,19,19,17,9,15.029826,1.765179,0.093936,1
1,4,4,4,2,3.342154,0.087723,0.115679,0
0,63,61,56,29,5.018964,2.007278,0.15251,1
1,15,15,13,11,2.400188,0.307743,0.119392,0
1,19,19,16,8,5.318499,1.299765,0.101372,1
1,73,71,69,51,3.261342,0.470356,0.080988,0
1,5,4,4,3,9.326421,1.330601,0.102824,1
1,42,38,24,9,12.949117,5.937161,0.099021,1
1,45,45,44,27,1.056079,0.140201,0.109722,0
1,58,56,44,30,0.539694,0.298131,0.087146,1
0,19,19,14,8,4.659757,0.567083,0.095741,1
1,86,85,83,64,5.777993,1.231633,0.106825,0
1,41,41,37,28,0.157655,0,0.093656,1
1,36,35,29,21,0.001527,0,0.102313,1
1,8,8,7,5,9.418011,0.070812,0.172412,0
1,13,13,11,3,1.059144,0.075935,0.142994,1
1,24,24,21,14,13.543525,0.830872,0.120725,0
1,51,43,36,21,1.358037,0.516803,0.123742,1
1,59,59,58,34,5.92763,1.854915,0.126153,0
1,70,68,63,38,14.077515,3.378666,0.101344,1
1,72,69,62,46,2.537867,0.204864,0.122307,1
1,22,22,17,11,0.155571,0,0.174054,1
1,14,13,12,11,9.636509,2.405554,0.116398,0
1,43,42,39,30,14.05579,1.45704,0.111603,0
1,29,27,25,17,0.586516,0.090233,0.136906,0
1,24,24,21,16,5.848127,0.476479,0.075738,0
1,24,23,21,16,22.708886,6.029095,0.097862,0
1,14,14,12,7,12.39137,0.50003,0.107428,0
1,114,99,84,49,2.217076,0.173352,0.09732,1
1,27,26,24,17,30.172431,6.53305,0.094127,1
1,98,94,75,48,1.048655,0.051116,0.091389,1
1,25,25,22,9,19.154358,3.682002,0.084321,0
1,73,73,64,38,0.444333,0.001532,0.136364,1
1,14,14,13,6,4.356652,0.587482,0.101951,0
1,55,53,48,30,23.04302,3.743636,0.111889,0
1,12,11,10,7,0.178613,0.009814,0.105009,1
1,30,29,22,11,14.784873,1.553071,0.091594,1
1,14,13,9,5,0,0,0.175413,0
1,16,14,12,6,5.614372,1.196826,0.093727,1
1,3,3,3,3,21.160846,1.487736,0.116645,0
0,52,48,28,13,5.354579,2.296426,0.09611,1
1,48,44,37,28,0.006134,0,0.102749,1
1,48,46,41,25,0.440212,0.007669,0.116572,1
1,141,130,84,34,20.072978,8.0165,0.096694,1
1,66,65,42,19,28.071082,6.437186,0.085261,1
0,18,18,17,10,0.198566,0,0.11823,0
1,3,3,3,1,5.083426,0.317255,0.111354,0
1,19,19,18,14,7.771131,1.621016,0.112669,0
1,43,42,36,20,8.865044,1.276689,0.109954,0
1,34,34,30,22,13.005188,2.564989,0.092432,0
1,48,48,47,37,3.899978,0.442008,0.093712,0
1,19,19,18,7,13.94952,0.775524,0.096197,0
1,46,46,45,35,11.233574,5.22241,0.112459,0
1,89,86,78,57,3.939259,2.655733,0.105794,1
1,46,45,43,33,4.921913,1.06911,0.110916,0
1,17,16,13,7,10.231284,1.204027,0.087405,1
1,92,87,74,52,1.909717,0.136958,0.10772,1
1,90,81,71,43,7.310322,3.334121,0.093963,1
1,8,8,8,4,42.083101,5.101627,0.120623,0
1,64,63,60,54,2.904294,0.031145,0.146383,1
1,44,44,40,27,2.840523,0.435798,0.13795,0
1,64,47,32,19,23.128045,4.482978,0.116308,1
1,69,67,45,18,11.275107,9.454719,0.114538,1
1,100,81,45,18,4.367509,0.859064,0.102098,1
1,62,61,61,49,0.761573,0.12615,0.101232,1
1,23,22,19,8,20.093178,3.154603,0.120611,1
1,20,20,18,12,4.771691,0.087234,0.098865,0
1,44,42,40,33,1.086128,0.011035,0.100889,0
1,52,52,52,40,14.709721,2.124275,0.092427,0
1,3,3,3,3,2.568119,0.123999,0.108628,0
1,47,47,43,29,8.395172,2.020974,0.096016,0
1,16,16,15,12,0.080458,0,0.128424,0
0,75,70,54,37,0.775037,0.094366,0.095913,1
1,13,13,12,5,25.017601,4.205466,0.111695,0
1,11,11,11,9,11.262807,1.817784,0.08385,0
1,50,42,32,14,30.775112,4.810738,0.077199,1
1,11,11,11,8,2.239425,0.207526,0.097052,0
1,6,6,6,5,1.201355,0.148482,0.104872,1
0,25,23,21,14,0.204684,0,0.093038,1
1,34,34,32,17,1.431258,0.095209,0.11706,0
1,20,20,19,14,0.129534,0,0.111247,0
1,51,51,50,43,0.653304,0,0.099917,0
1,15,15,14,6,11.1238,2.668823,0.100005,0
1,60,60,55,45,2.523529,0.075423,0.081708,1
1,37,37,33,24,0.546619,0.058347,0.112088,0
0,62,62,55,45,11.749527,2.084741,0.109723,0
1,20,20,17,12,31.520083,5.384203,0.088629,0
1,30,29,23,16,0.418763,0,0.144895,1
1,20,18,16,8,9.006061,0.964972,0.134052,1
1,64,60,49,31,1.365524,0.031933,0.114047,1
1,48,48,45,32,7.142129,0.692325,0.113318,0
1,13,13,12,7,19.415081,3.244811,0.089971,0
1,16,16,10,5,20.137318,5.912307,0.088689,0
1,10,10,10,5,1.650394,0.011712,0.096623,1
1,15,15,14,8,3.980301,0.335253,0.109218,0
1,70,68,63,38,14.077515,3.378666,0.101344,1
1,24,23,18,12,42.974037,9.673157,0.104906,1
1,26,26,24,16,0.668035,0.022983,0.122575,1
0,19,17,11,4,8.870512,1.772876,0.116489,1
1,28,27,18,13,85.675383,15.222959,0.093478,1
1,9,9,9,5,2.877749,0.462347,0.109885,0
1,7,6,5,4,1.262382,0.184942,0.110134,1
1,7,7,7,6,14.559888,2.72422,0.098281,0
1,26,26,25,19,0.347027,0.007678,0.110557,0
1,31,30,27,25,0.692609,0.110878,0.106321,0
0,57,51,39,23,0.999657,0.520623,0.095499,1
1,6,6,6,4,2.614538,0.244024,0.108683,0
1,44,41,37,22,36.186094,5.449273,0.081739,1
1,18,17,15,9,4.312359,0.142793,0.087646,0
1,13,13,9,5,16.032405,1.468609,0.108938,0
1,5,5,5,2,0.942152,0.120212,0.099688,0
1,56,53,48,34,11.447292,2.439939,0.087525,0
1,54,53,45,29,12.112043,4.203783,0.12095,0
1,46,42,29,13,18.369951,6.071522,0.116538,1
1,45,42,34,15,10.710426,0.520306,0.090238,1
1,17,17,14,9,8.594374,2.141957,0.113326,0
1,89,86,81,71,4.412719,0.006363,0.103398,1
1,89,86,69,37,1.208255,0.748112,0.103608,1
1,70,66,59,43,0.664748,0.058009,0.119153,1
1,57,54,44,23,2.527834,0.42715,0.132289,1
1,24,24,21,9,25.011717,4.756854,0.097059,1
1,39,30,20,14,1.361812,0.033663,0.11833,1
1,63,62,60,50,0.396393,0,0.090298,0
1,57,57,50,31,16.435701,6.679998,0.105099,0
1,31,29,23,16,13.723796,2.580614,0.104928,1
1,29,29,24,16,0.252204,0,0.099025,0
1,40,37,33,14,2.79234,0.544623,0.107907,1
1,52,51,47,30,0.375877,0.007702,0.100131,0
1,85,80,57,18,8.282944,2.305012,0.101662,1
1,9,9,9,7,11.572752,1.409779,0.091651,0
1,18,18,16,12,18.744941,2.08117,0.093663,1
0,18,15,13,7,6.337267,2.423283,0.148968,1
1,2,2,2,1,0.071435,0,0.132518,0
1,12,12,8,2,25.885087,1.193682,0.085614,0
1,11,10,10,5,0.459947,0.002942,0.104935,0
0,27,27,25,19,1.382068,0.074913,0.107019,0
1,50,50,50,43,0.851867,0.064699,0.100129,1
1,91,79,66,37,11.891257,4.496892,0.100454,1
1,31,28,21,16,32.893207,7.614333,0.105726,1
1,52,50,50,46,0.727229,0.039098,0.08758,1
1,5,5,5,4,1.596688,0.001026,0.101589,0
1,39,39,35,18,106.070092,33.2982,0.07916,0
1,5,4,4,4,0.322423,0,0.106421,1
1,16,15,13,8,13.601814,1.533939,0.101308,1
1,8,8,8,5,2.410309,0.514445,0.093256,0
1,56,56,54,25,8.145465,1.110534,0.128556,0
1,42,36,22,9,10.21556,2.912254,0.114388,1
1,4,4,4,4,2.090261,0.24433,0.102494,1
1,66,65,64,53,0.397164,0.129273,0.096565,1
1,51,51,45,31,15.347303,3.480913,0.102705,0
1,41,40,30,13,19.594329,15.376646,0.128657,1
1,10,10,8,5,5.825565,3.333569,0.093054,1
1,52,52,48,32,1.39383,0.082817,0.142196,1
1,15,15,13,7,4.813643,0.436569,0.10966,0
1,45,40,28,14,23.638826,4.703961,0.092113,1
1,67,67,62,40,7.776464,2.592155,0.129685,1
1,48,48,44,32,1.655585,0.151633,0.117593,0
1,29,28,22,10,3.094804,0.447746,0.110168,1
1,23,23,14,5,3.104465,1.083752,0.09786,1
1,48,46,44,34,31.319827,8.608077,0.098273,0
1,47,44,39,24,10.652664,2.66342,0.11284,1
1,33,33,27,20,18.773643,6.328499,0.108536,0
1,30,30,25,14,0.001549,0,0.123918,0
1,9,9,8,6,3.628217,0.127911,0.087305,0
1,21,20,19,12,13.868592,1.32062,0.128942,1
1,56,50,39,23,30.940866,7.775036,0.106186,1
1,15,15,11,7,6.726256,1.45948,0.104693,0
1,16,16,13,8,30.163858,7.717726,0.122651,1
1,27,26,22,14,5.127609,0.747557,0.114766,1
0,31,31,25,15,17.651705,1.124267,0.100363,0
0,56,51,33,18,0.084804,0,0.135686,1
0,43,40,38,23,0.280057,0.027851,0.125329,1
1,61,56,54,42,5.582081,1.32613,0.100231,1
1,50,49,47,35,14.046053,1.869627,0.124642,0
1,75,69,58,33,14.737629,5.879959,0.150923,1
1,19,19,17,9,1.742513,0.262251,0.103929,1
1,35,33,31,26,0.108061,0,0.08457,1
1,9,9,9,4,14.203166,0.885067,0.111949,0
1,28,27,26,15,0.357218,0.020191,0.136675,1
1,17,17,17,16,0.06228,0,0.145826,0
1,5,5,5,2,5.785361,1.049306,0.102297,0
1,59,59,54,44,2.523529,0.075423,0.081708,1
1,30,30,27,20,1.164179,0.064237,0.10278,0
1,29,29,26,18,22.668862,4.696562,0.121683,1
1,43,42,41,29,12.812085,2.557157,0.120664,0
1,48,48,44,31,25.024359,11.174429,0.102359,0
1,12,12,11,5,4.716515,0.263875,0.089913,0
1,37,37,33,20,9.318952,1.174414,0.106904,0
1,43,41,37,23,0.888847,0.010691,0.091634,1
1,48,46,44,30,0.429059,0,0.100682,1
1,9,9,7,5,0.7176,0.054538,0.09281,0
1,16,15,12,8,26.633688,4.173555,0.099084,1
1,40,40,37,24,3.115229,0.114235,0.100342,0
1,8,8,5,3,0.079204,0,0.110469,1
1,18,18,16,12,33.551339,3.910731,0.096549,0
0,18,17,16,12,0.039274,0,0.127248,1
1,15,15,11,5,10.561597,1.352898,0.077659,1
1,76,73,68,51,6.914089,2.175708,0.099461,1
1,89,83,70,43,2.560119,1.022524,0.109719,1
1,36,36,33,21,0.315949,0,0.110886,1
1,55,55,52,36,3.545283,0.356969,0.122041,0
1,21,21,18,16,2.619998,0.034383,0.090379,1
1,85,75,53,25,22.642112,3.289318,0.097042,1
1,48,48,41,27,1.517092,0.047601,0.112093,0
1,88,86,80,50,2.682114,0.360237,0.100678,0
1,47,47,43,22,4.392323,0.681379,0.124738,0
1,17,16,5,3,11.298169,2.657777,0.087964,1
0,20,20,19,10,14.658684,2.235713,0.084367,0
1,47,45,41,26,0.807893,0.010855,0.108546,1
0,16,15,14,9,7.276637,1.75752,0.122226,0
1,26,26,22,16,0.180438,0.003084,0.148052,1
1,2,2,2,2,1.631672,0.001021,0.135802,0
1,12,12,12,9,11.329713,0.700273,0.112914,0
1,12,11,11,8,6.678279,0.779589,0.11775,1
1,53,53,53,33,1.879842,0.505236,0.097102,0
1,41,40,36,24,2.066102,0.104302,0.124242,0
1,12,12,11,3,6.053296,0.113174,0.128468,1
1,16,15,15,12,0.242062,0,0.128691,0
1,18,18,11,4,3.028357,0.409181,0.087237,1
1,60,60,59,40,1.632797,0.032106,0.099374,0
1,57,56,49,34,6.19829,0.424877,0.110437,0
1,34,33,28,21,0.666893,0,0.109128,1
1,3,3,3,3,0.106181,0,0.101077,0
1,40,40,36,26,0.467251,0.140175,0.109025,0
1,39,39,38,24,0.913504,0.229531,0.1294,0
1,74,67,61,40,2.577712,0.057248,0.092835,1
1,21,21,20,10,2.839722,0.875264,0.091538,0
1,44,44,37,23,4.231984,0.325984,0.093829,1
1,53,53,50,28,6.063996,0.971597,0.100244,0
1,47,47,42,28,0.271258,0,0.12801,0
1,67,66,62,44,0.294304,0.266422,0.133211,1
1,37,35,34,21,1.786315,0.185431,0.08808,1
1,46,44,31,12,41.219975,8.046862,0.116562,1
1,28,28,25,21,0.071458,0,0.135313,0
0,55,54,52,38,0.784808,0.169272,0.110796,0
1,53,53,51,31,0.06646,0,0.105099,0
1,51,48,47,30,2.704454,0.160706,0.111729,1
1,2,2,2,1,0.048848,0,0.130954,0
1,20,19,17,7,2.564101,0.069671,0.097147,1
1,15,15,13,6,36.643643,9.478575,0.113062,0
1,15,14,11,8,1.033848,0.032247,0.099672,1
1,60,58,57,52,0.24345,0,0.099241,1
1,30,28,22,11,8.482364,1.530209,0.073465,1
1,26,21,18,10,11.827742,7.806147,0.092183,1
1,30,29,27,11,2.820528,1.070864,0.114108,0
1,57,57,57,42,1.191501,0,0.117428,0
1,16,16,13,7,3.203637,0.051266,0.084154,0
1,74,67,53,23,36.523223,4.578731,0.106625,1
1,76,75,57,41,0.756721,0.226252,0.114655,1
1,26,26,20,10,20.310994,2.665168,0.089393,1
1,43,42,40,34,0.903438,0.274757,0.099347,1
1,51,51,46,32,4.70161,2.03551,0.103553,0
1,49,45,41,31,1.973338,0.183784,0.087219,1
1,47,47,47,24,4.394263,0.392235,0.114913,0
1,50,43,34,22,12.42329,4.051579,0.099349,1
1,6,6,6,5,18.670931,3.477003,0.103653,0
1,76,70,69,59,2.553264,1.011468,0.095305,1
1,14,14,11,9,1.738361,0.2129,0.077152,1
1,21,21,21,21,85.137728,33.234183,0.084609,0
1,14,14,12,6,10.305557,1.848941,0.096624,0
1,54,52,50,32,6.770204,0.514676,0.102324,0
1,52,51,48,30,10.996109,1.068787,0.111526,1
1,25,25,21,14,12.578013,0.227093,0.095774,0
1,34,34,31,19,6.301271,0.873245,0.125191,0
1,82,80,70,48,12.004762,3.400114,0.130076,0
1,50,50,50,36,13.95102,4.446337,0.103547,0
1,16,16,12,9,33.991731,2.357988,0.099294,1
1,79,68,59,40,8.073274,3.547889,0.105675,1
1,90,84,72,46,8.200374,4.914235,0.132391,1
1,8,8,7,5,4.982154,0.335777,0.136257,0
1,21,20,17,6,1.98435,1.110242,0.109781,1
1,5,5,5,3,20.391427,2.180248,0.10249,0
1,84,75,65,49,1.400423,0.20991,0.148623,1
1,40,40,33,28,0.430546,0.114914,0.110318,1
1,38,36,19,8,26.082431,2.430988,0.144385,1
1,6,6,5,5,34.473861,3.261167,0.102364,1
1,37,35,26,12,37.999591,4.739869,0.10958,1
1,89,88,79,47,3.555385,0.395387,0.088381,1
1,17,15,10,5,14.283589,1.009878,0.116642,1
1,52,50,43,27,9.089159,1.426168,0.10643,1
1,61,60,57,37,1.909102,0.2666,0.116446,0
1,21,21,18,11,10.348749,1.667183,0.090597,0
1,71,58,39,17,14.272283,8.628764,0.13261,1
0,67,65,60,38,0.885503,0.479068,0.10045,1
0,25,23,19,16,8.318598,0.264314,0.118629,1
1,4,4,4,2,1.165246,0.232429,0.097104,0
1,11,11,9,3,3.513266,0.079412,0.083239,0
1,2,2,2,2,3.834528,0.017743,0.121068,0
1,30,27,19,13,10.606287,2.408879,0.093879,1
1,42,42,42,26,7.110968,0.84852,0.099916,0
1,14,14,13,11,10.628492,1.38396,0.096696,0
1,61,61,60,54,1.56772,0.010748,0.090593,0
1,84,80,60,39,0.116549,0.03108,0.096347,1
1,18,18,16,12,3.837009,0.190322,0.102557,0
1,35,35,33,25,0.154728,0,0.099026,1
1,33,33,24,13,9.495251,6.17668,0.092295,1
1,5,5,5,5,2.949465,0.032715,0.121659,0
0,17,16,15,6,27.976097,3.517553,0.131459,0
1,99,98,86,51,0.494437,0,0.099809,0
1,48,48,45,36,2.513321,0.101891,0.087997,0
1,41,39,33,15,42.796705,9.220147,0.109309,1
1,26,26,22,12,0.986305,0.251887,0.115322,1
1,85,73,62,37,4.70807,1.229496,0.107324,1
1,24,23,22,15,19.083951,3.687997,0.111699,1
1,41,41,37,26,0.351992,0.004672,0.091892,0
1,29,29,27,18,2.354733,0.571905,0.09629,0
1,24,23,20,19,0.150144,0,0.122567,0
1,35,35,33,26,0.650566,0.027881,0.130113,0
1,9,9,8,8,0.092337,0.012636,0.101084,1
1,33,33,28,16,42.301013,7.438161,0.139472,1
1,26,26,22,8,13.534715,2.045439,0.10058,0
1,7,7,7,4,1.293318,0.246696,0.119674,0
1,39,39,37,22,1.900002,0.476543,0.120292,0
1,17,17,14,11,10.813817,1.906777,0.089838,1
1,36,35,27,14,15.953894,2.452627,0.086309,1
1,58,58,49,32,0.945311,0.069395,0.144958,0
1,64,61,52,42,7.703571,1.426416,0.092424,0
1,64,62,57,46,1.467007,0.356753,0.121584,1
1,105,99,81,40,4.048434,0.689643,0.115193,1
1,11,10,8,5,7.389192,1.580281,0.076884,0
1,20,20,19,12,15.325891,4.875341,0.097032,0
1,38,38,34,27,0.064562,0,0.107603,0
1,74,73,65,44,5.710877,0.923251,0.095722,1
0,4,4,3,3,8.194623,0.662088,0.096941,1
0,25,24,22,16,6.876896,0.207927,0.09479,1
1,24,23,16,9,12.243846,7.371068,0.106393,1
0,25,25,17,8,13.411461,1.371045,0.131063,1
1,77,74,67,41,13.085026,2.221689,0.102129,1
1,11,7,6,5,1.746907,0.010051,0.133682,1
1,49,49,45,31,3.685274,0.502111,0.117316,0
1,24,24,23,15,20.881697,1.350284,0.092445,0
0,18,18,17,8,13.657067,0.716757,0.128283,1
1,36,35,33,23,0.073141,0,0.115806,1
0,75,67,43,24,3.456785,2.159855,0.087411,1
1,2,2,2,1,13.826108,0.128182,0.094069,0
1,7,7,7,5,6.437545,0.154969,0.121831,0
1,42,42,34,22,42.257684,4.22721,0.093254,1
1,58,55,49,39,0.184997,0.047791,0.098665,1
1,30,30,28,20,37.836507,1.504418,0.08477,0
0,36,31,17,7,6.093828,4.994701,0.113991,1
0,68,66,61,32,0.831619,0.161405,0.127587,0
1,4,4,4,4,9.763197,0.878155,0.075827,0
1,17,17,15,10,18.195406,2.848277,0.115966,0
0,34,34,33,28,0,0,0.116663,0
1,24,24,20,16,7.177703,0.441538,0.092438,0
1,10,10,8,5,3.160411,0.168086,0.133865,1
1,37,35,30,17,18.217466,2.014328,0.10699,1
1,31,31,26,13,15.77683,1.829976,0.121998,1
1,90,79,72,41,1.49945,0.318805,0.102201,1
1,55,55,55,42,1.299162,0.144181,0.104301,1
1,12,12,9,3,2.164865,0.10525,0.125527,0
1,59,59,58,46,0.115666,0,0.112582,0
1,52,46,45,27,0.77866,0,0.103103,1
1,44,43,43,30,1.364715,0.17001,0.092733,0
1,3,3,3,1,4.35523,0.330764,0.108548,1
1,2,2,2,1,11.270434,0,0.121771,1
1,46,43,41,35,18.810185,0.655759,0.119508,1
1,18,14,11,5,1.538439,0.124298,0.090676,1
1,49,49,47,37,4.150031,1.023381,0.087898,0
1,12,12,10,7,3.867387,0.117606,0.134129,0
0,12,11,7,4,5.504258,0.789584,0.087155,1
1,60,58,50,28,11.583424,4.423014,0.128002,1
1,26,26,24,17,0,0,0.098208,1
1,55,45,35,15,36.524606,4.892434,0.091804,1
1,8,7,6,4,4.485543,0.720486,0.091605,1
1,23,22,18,8,3.601532,0.108398,0.08496,1
0,21,21,17,9,43.848368,5.622976,0.096746,1
1,31,31,30,25,2.299629,0.030744,0.115289,1
1,32,31,29,24,0,0,0.091137,0
1,29,25,19,10,4.729195,1.388388,0.104336,1
0,53,51,48,38,1.043505,0.084103,0.10435,1
1,6,6,5,3,8.814631,1.445276,0.097388,0
1,4,4,4,3,14.042079,1.293749,0.174995,0
1,34,33,31,27,0.983304,0.107717,0.11695,1
1,75,63,55,35,0.10407,0,0.123966,1
1,9,8,7,5,1.194268,0.059052,0.095704,1
1,86,86,74,49,7.12607,0.275197,0.152887,0
1,15,14,12,9,2.806159,0.432491,0.074429,0
1,12,12,12,9,9.497258,1.396154,0.094281,1
1,36,35,33,21,2.527816,1.060249,0.109839,0
1,39,35,22,13,4.96508,1.422412,0.09147,1
1,71,70,65,35,1.158354,0.060886,0.062408,1
1,88,81,71,60,8.749053,1.550799,0.093141,1
1,22,22,20,12,36.215757,6.536449,0.081242,0
1,17,16,12,5,14.21981,2.701129,0.11357,1
1,13,13,11,8,6.196998,0.40708,0.08264,0
1,70,70,67,53,1.491181,0.16826,0.091076,1
0,45,45,42,30,1.93981,0.073143,0.103619,0
1,49,49,45,33,0.570479,0,0.129436,0
1,20,19,17,11,0.095082,0,0.129374,1
1,50,49,41,24,15.739808,5.831645,0.103511,0
1,25,24,22,12,4.562259,0.318637,0.096468,0
1,24,24,23,14,0.198222,0,0.118621,0
1,43,42,39,32,1.585209,0.540727,0.127864,0
1,52,51,51,42,0.333024,0,0.11772,1
1,16,14,13,5,11.046315,0.634947,0.107951,1
1,7,7,7,5,10.286333,0.358345,0.110482,0
1,11,11,8,5,11.240499,0.280916,0.100052,1
1,33,33,25,12,25.424302,6.820715,0.101085,1
1,17,17,14,9,8.86772,1.350667,0.107428,0
0,56,52,39,20,1.977152,0.335628,0.102214,1
1,12,12,11,7,1.109987,0,0.129272,1
0,87,86,81,66,0.652313,0.009386,0.087601,0
0,2,2,2,1,0.611183,0.109176,0.113258,0
1,56,55,53,37,0.900629,0.074024,0.135711,0
1,12,12,11,4,4.757417,0.818891,0.119787,1
1,43,43,42,38,0.52217,0.010879,0.130542,1
1,6,6,6,5,12.261985,1.604178,0.164158,0
1,8,7,3,3,0.007705,0,0.125207,1
1,63,61,57,48,3.439594,0.39765,0.083553,1
1,61,60,57,39,3.293158,0.293541,0.099376,1
1,50,50,46,29,2.338679,0.326036,0.126966,1
1,61,60,59,48,3.695941,0.290209,0.112091,0
1,76,72,70,63,3.803847,0.909444,0.094898,1
1,76,75,65,43,10.101486,1.233002,0.115689,1
1,20,20,19,15,0.095389,0.070369,0.142301,0
1,53,53,51,37,4.001988,0.753205,0.087509,0
1,31,30,21,11,18.007653,2.341309,0.125708,0
1,57,49,29,15,9.652468,1.566272,0.10979,1
1,11,11,11,8,3.541563,0.748689,0.100434,0
1,70,67,58,38,5.94027,1.6064,0.128698,1
1,25,25,24,14,12.980815,3.141617,0.109256,0
1,33,33,32,24,1.509093,0.140808,0.122442,0
1,103,93,74,42,8.421227,2.831327,0.110646,1
1,35,29,19,9,3.215894,0.474459,0.141816,1
1,60,58,51,33,6.399014,1.404887,0.129397,0
1,41,41,39,23,0,0,0.103212,1
1,50,50,44,25,2.970196,0.189789,0.113873,0
1,17,17,16,8,4.842704,1.531685,0.092609,0
1,55,54,53,46,4.278296,0.47868,0.076903,1
1,17,16,16,12,20.027391,0.732146,0.110068,0
1,100,94,72,33,21.234133,4.521687,0.124556,1
1,46,46,44,37,0.562597,0.14141,0.106437,1
0,1,1,1,1,10.189451,0.161074,0.113159,0
1,16,16,14,8,7.387172,0.801629,0.107435,0
1,61,60,50,36,0.877936,0.135184,0.101768,1
1,10,10,9,4,18.532056,0.678461,0.102735,0
1,20,19,17,8,21.287331,1.648358,0.127908,1
1,90,85,71,39,2.144301,0.271119,0.087805,1
1,15,15,14,7,6.693654,1.018466,0.101233,0
1,2,2,2,2,0.866155,0.009117,0.107383,0
1,23,23,20,16,35.245683,7.681384,0.093188,0
1,34,34,27,18,0.523995,0,0.147086,1
1,56,54,40,22,91.191324,18.177068,0.094069,1
1,22,20,12,3,13.305382,1.972521,0.095024,1
1,66,55,35,11,49.216608,25.911411,0.07381,1
1,69,67,54,20,22.201698,10.833246,0.138487,1
1,85,82,76,54,1.77083,0.344242,0.099241,1
0,31,30,27,13,9.19784,0.823657,0.127348,1
1,21,20,18,10,29.285405,3.981048,0.128827,0
1,49,47,44,31,2.341681,0.072987,0.109481,0
1,9,9,9,7,40.731,10.618531,0.097532,0
1,82,80,73,44,2.05952,0.452128,0.101339,1
1,17,16,11,5,38.238853,8.032076,0.084729,1
1,10,10,8,4,17.915838,3.554195,0.100995,0
1,78,77,76,61,1.122925,0.06815,0.091383,1
1,6,6,6,5,16.862149,1.578326,0.120552,0
1,62,58,54,44,3.085268,0.030946,0.117593,1
1,71,61,48,22,10.46063,5.192108,0.133471,1
1,6,6,6,6,2.48145,0.004105,0.096467,0
1,40,37,33,25,0.715542,0.006142,0.107485,1
1,50,49,41,21,0.284324,0.03363,0.116175,1
1,12,12,11,9,0.653731,0.005768,0.105751,0
1,15,14,12,4,14.304363,2.54967,0.094867,1
1,11,10,10,7,1.341273,0.077418,0.116128,0
1,11,11,11,7,2.871356,0.006698,0.094723,1
1,16,15,11,7,8.120221,1.464884,0.100362,1
1,53,53,52,40,3.246648,0.525102,0.108428,0
1,35,31,25,16,6.442991,2.395844,0.115425,1
1,79,76,72,50,12.778104,2.045287,0.101884,1
1,5,4,4,3,36.806527,4.141645,0.103021,0
0,8,8,8,4,8.759721,1.136672,0.118361,0
0,6,6,6,4,43.529055,2.821299,0.067198,1
0,18,17,17,14,9.44173,0.739028,0.123978,1
0,29,28,22,11,23.005114,15.172345,0.080835,1
1,35,35,32,22,0.453906,0,0.111161,0
1,92,84,71,43,8.147488,6.674239,0.104897,1
1,43,43,39,28,4.905881,0.35733,0.137315,0
1,51,46,34,19,10.024051,4.828371,0.108756,1
1,34,31,22,12,5.483742,0.167466,0.110629,1
1,41,41,40,37,0.001569,0,0.122416,0
1,100,90,77,41,4.092195,2.201438,0.119251,1
1,62,62,57,38,10.414514,2.426668,0.104638,0
1,81,72,58,36,4.375919,0.492867,0.128974,1
1,5,5,5,1,1.821869,0.068243,0.094092,0
1,71,68,62,40,5.684389,1.338771,0.135416,0
1,63,62,57,32,5.613056,0.867528,0.097407,0
1,50,49,45,30,11.400108,2.341426,0.117847,0
0,13,13,11,10,2.736108,0.139942,0.108093,0
1,15,14,13,8,2.191453,0.064622,0.114039,0
1,13,13,10,5,1.079928,0.202741,0.097805,0
1,43,42,39,28,0.59415,0.044871,0.116045,1
1,49,47,43,31,15.528032,4.110677,0.087331,1
0,55,54,51,33,14.686701,5.78913,0.101991,0
1,2,2,1,1,4.90225,0.468709,0.112126,0
1,79,79,77,68,2.299217,0.238819,0.071802,1
1,14,14,10,6,1.313625,0.022962,0.114811,0
1,81,80,71,44,7.77684,2.006723,0.138395,0
1,102,95,70,43,1.657768,0.290891,0.109475,1
1,7,7,4,3,0.023209,0,0.177937,0
